person_number,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9
A07736,3,1,3,1,3,3,3,1,4
A07737,3,1,4,1,4,4,3,1,4
A07738,4,1,3,1,3,3,3,1,4
A07739,1,1,1,1,1,1,1,3,1
A07740,3,1,3,1,3,4,3,1,4
A07741,1,1,1,3,2,2,1,2,2
A07742,1,1,3,1,1,1,1,5,1
A07743,1,3,4,1,4,3,4,1,3
A07744,2,4,3,1,4,3,3,2,3
A07745,1,1,1,1,1,1,1,2,2
A07746,1,1,2,1,1,1,1,5,1
A07747,1,1,2,1,1,1,1,4,1
A07748,4,1,4,1,4,3,4,1,4
A07749,1,1,2,1,1,1,1,4,1
A07750,4,1,4,1,4,4,3,1,4
A07751,2,1,2,3,1,2,1,3,1
A07752,4,1,3,1,4,4,4,1,4
A07753,3,1,3,1,3,4,3,1,4
A07754,3,1,4,1,3,4,3,1,4
A07755,3,1,4,1,3,3,3,1,3
A07756,3,1,4,1,3,4,3,1,3
A07757,1,1,3,1,1,1,1,5,1
A07758,1,1,2,2,1,2,2,2,2
A07759,2,1,2,2,2,2,1,3,2
A07760,3,1,4,1,4,3,4,1,3
A07761,4,1,4,1,3,3,3,1,4
A07762,3,1,3,1,3,3,4,1,4
A07763,4,1,3,1,3,3,3,1,3
A07764,1,1,1,1,1,1,2,3,1
A07765,3,1,3,1,3,3,3,1,3
A07766,2,1,3,1,1,1,1,4,1
A07767,3,1,3,1,4,4,4,1,4
A07768,2,1,2,1,1,1,1,5,1
A07769,2,1,1,1,1,1,1,3,2
A07770,4,1,3,1,4,3,4,1,3
A07771,3,1,3,1,3,4,4,1,4
A07772,3,1,4,1,4,3,3,1,4
A07773,1,1,3,1,1,1,1,4,1
A07774,1,1,1,1,1,1,2,2,1
A07775,3,1,4,1,4,4,3,1,4
A07776,3,1,3,1,3,3,3,1,3
A07777,3,1,3,1,3,3,4,1,3
A07778,1,1,3,1,1,1,1,5,1
A07779,4,1,4,1,3,3,4,1,3
A07780,2,1,2,3,2,2,2,2,2
A07781,3,1,4,1,3,3,4,1,4
A07782,2,1,1,1,1,1,2,2,1
A07783,1,1,2,3,1,1,1,2,1
A07784,1,1,3,1,1,1,1,5,1
A07785,2,1,2,1,1,1,1,5,1
A07786,1,1,3,1,1,1,1,4,1
A07787,3,1,3,1,3,3,4,1,3
A07788,2,3,3,1,3,3,3,2,3
A07789,2,1,2,3,2,2,2,3,1
A07790,3,1,4,1,4,4,4,1,3
A07791,2,1,3,1,1,1,1,4,1
A07792,3,1,4,1,4,4,3,1,4
A07793,2,1,1,1,1,1,1,2,2
A07794,3,1,3,1,3,4,3,1,4
A07795,1,1,2,1,1,1,1,4,1
A07796,1,1,3,1,1,1,1,5,1
A07797,4,1,3,1,3,3,3,1,3
A07798,3,1,4,1,3,3,3,1,4
A07799,1,1,1,2,2,2,2,3,1
A07800,3,1,3,1,4,4,3,1,4
A07801,1,1,2,1,1,1,1,5,1
A07802,1,1,2,1,1,1,1,4,1
A07803,2,1,2,2,2,2,2,2,1
A07804,2,1,1,1,1,1,2,3,2
A07805,1,1,1,2,1,1,1,2,1
A07806,1,1,1,1,1,1,2,2,1
A07807,1,1,1,3,1,2,1,3,2
A07808,1,1,2,1,1,1,1,4,1
A07809,3,1,3,1,3,4,3,1,3
A07810,1,1,2,1,1,1,1,5,1
A07811,1,1,1,1,1,1,1,3,1
A07812,2,4,4,1,4,3,4,2,3
A07813,1,1,2,1,1,1,1,4,1
A07814,2,1,2,1,1,1,1,4,1
A07815,3,1,3,1,3,4,4,1,4
A07816,4,1,3,1,4,3,3,1,3
A07817,1,1,1,1,1,1,1,2,2
A07818,1,1,1,1,1,1,2,2,1
A07819,1,1,2,1,1,1,1,4,1
A07820,1,1,2,1,1,1,1,4,1
A07821,4,1,4,1,4,3,4,1,3
A07822,1,1,3,1,1,1,1,5,1
A07823,1,1,2,1,1,1,1,4,1
A07824,2,1,2,1,1,1,1,5,1
A07825,3,1,4,1,4,4,3,1,4
A07826,3,1,3,1,3,4,3,1,4
A07827,1,3,3,1,4,2,4,1,2
A07828,2,1,1,1,1,1,2,3,2
A07829,3,1,4,1,3,4,3,1,3
A07830,2,1,2,2,1,2,1,2,2
A07831,4,1,4,1,3,4,4,1,4
A07832,3,1,4,1,3,3,3,1,4
A07833,3,1,3,1,4,4,3,1,4
A07834,2,1,2,1,1,1,1,5,1
A07835,3,1,4,1,4,4,3,1,4
A07836,3,1,3,1,4,4,3,1,3
A07837,1,1,1,1,1,1,1,2,1
A07838,3,1,3,1,3,3,4,1,3
A07839,3,1,3,1,4,4,3,1,3
A07840,4,1,3,1,4,3,4,1,3
A07841,2,1,2,1,1,1,1,5,1
A07842,3,1,4,1,4,3,3,1,3
A07843,1,3,4,1,4,2,3,2,2
A07844,2,1,1,2,1,1,1,2,1
A07845,2,1,2,1,1,1,1,4,1
A07846,2,1,2,1,1,1,1,4,1
A07847,2,1,1,1,1,1,2,3,2
A07848,3,1,3,1,4,4,3,1,3
A07849,3,1,4,1,3,3,4,1,3
A07850,4,1,4,1,4,4,4,1,3
A07851,1,1,1,3,1,2,2,3,1
A07852,1,3,4,1,3,2,3,1,2
A07853,4,1,4,1,4,3,3,1,4
A07854,4,1,3,1,4,3,3,1,3
A07855,1,1,3,1,1,1,1,4,1
A07856,2,1,1,2,2,1,1,3,1
A07857,1,1,1,1,1,1,1,2,1
A07858,2,1,2,3,2,2,2,3,2
A07859,2,1,2,1,1,1,1,4,1
A07860,3,1,4,1,4,4,3,1,3
A07861,1,1,2,1,1,1,1,4,1
A07862,1,1,3,1,1,1,1,5,1
A07863,3,1,4,1,4,4,3,1,3
A07864,3,1,4,1,4,4,4,1,3
A07865,3,1,4,1,4,4,4,1,4
A07866,1,1,1,3,2,2,1,3,1
A07867,2,1,1,3,2,2,1,2,1
A07868,3,1,4,1,4,4,4,1,4
A07869,3,1,4,1,3,3,3,1,3
A07870,2,1,1,1,1,1,2,2,2
A07871,3,1,3,1,3,3,3,1,3
A07872,4,1,3,1,3,4,3,1,4
A07873,2,1,1,1,1,1,2,3,2
A07874,3,1,4,1,3,4,4,1,3
A07875,2,1,1,1,1,1,2,2,1
A07876,4,1,4,1,3,4,4,1,3
A07877,3,1,4,1,3,4,3,1,3
A07878,2,1,2,1,1,1,1,5,1
A07879,2,1,1,1,1,1,1,2,2
A07880,1,1,1,1,1,1,1,2,2
A07881,2,1,2,3,2,1,1,3,1
A07882,1,1,3,1,1,1,1,4,1
A07883,4,1,3,1,3,3,4,1,3
A07884,2,1,1,1,1,1,1,2,2
A07885,4,1,4,1,4,4,3,1,4
A07886,4,1,4,1,4,3,4,1,3
A07887,1,1,2,3,2,2,1,3,2
A07888,2,1,1,1,1,1,2,2,2
A07889,2,1,1,3,2,2,1,3,1
A07890,2,1,3,1,1,1,1,5,1
A07891,3,1,3,1,4,3,3,1,4
A07892,4,1,3,1,3,3,3,1,3
A07893,1,1,2,1,1,1,1,4,1
A07894,3,1,4,1,4,3,4,1,4
A07895,2,1,1,3,2,2,1,2,1
A07896,2,1,1,1,1,1,2,3,1
A07897,1,1,1,1,1,1,1,3,1
A07898,3,1,3,1,4,3,3,1,3
A07899,4,1,4,1,3,4,3,1,3
A07900,3,1,4,1,3,3,4,1,3
A07901,2,4,4,1,3,2,3,2,3
A07902,4,1,3,1,4,4,3,1,4
A07903,3,1,3,1,4,3,3,1,3
A07904,3,1,3,1,4,4,3,1,4
A07905,1,4,4,1,3,2,4,1,2
A07906,1,1,3,1,1,1,1,4,1
A07907,1,1,1,2,1,1,1,3,1
A07908,4,1,4,1,4,3,4,1,4
A07909,4,1,3,1,3,3,3,1,4
A07910,3,1,4,1,4,4,3,1,3
A07911,2,1,2,1,1,1,1,4,1
A07912,4,1,4,1,4,3,4,1,4
A07913,3,1,4,1,3,4,3,1,3
A07914,4,1,3,1,3,4,4,1,3
A07915,3,1,4,1,4,4,4,1,3
A07916,3,1,3,1,3,3,4,1,3
A07917,1,1,1,2,2,2,1,3,1
A07918,3,1,3,1,4,3,4,1,3
A07919,3,1,3,1,4,3,4,1,3
A07920,4,1,3,1,4,3,4,1,4
A07921,3,1,4,1,4,3,3,1,4
A07922,1,1,3,1,1,1,1,5,1
A07923,3,1,4,1,3,4,4,1,4
A07924,2,1,1,1,1,1,1,2,2
A07925,4,1,3,1,3,4,4,1,4
A07926,1,1,1,1,1,1,1,2,2
A07927,2,1,1,1,1,1,2,3,1
A07928,3,1,3,1,4,4,4,1,3
A07929,2,1,1,1,1,1,1,2,2
A07930,2,1,1,1,1,1,2,2,1
A07931,2,1,2,2,2,1,2,2,1
A07932,4,1,4,1,3,3,3,1,3
A07933,2,1,1,1,1,1,1,2,2
A07934,1,1,2,2,2,1,2,3,2
A07935,4,1,3,1,4,4,4,1,3
A07936,3,1,3,1,3,4,4,1,3
A07937,4,1,4,1,3,3,3,1,4
A07938,3,1,3,1,4,4,4,1,3
A07939,2,1,1,1,1,1,2,3,1
A07940,1,1,2,3,1,2,2,2,2
A07941,1,1,1,1,1,1,1,3,2
A07942,1,1,2,1,1,1,1,5,1
A07943,1,1,2,1,1,1,1,4,1
A07944,4,1,3,1,3,3,3,1,3
A07945,2,1,3,1,1,1,1,5,1
A07946,2,1,3,1,1,1,1,5,1
A07947,4,1,3,1,3,4,3,1,4
A07948,2,1,1,1,1,1,2,2,1
A07949,1,1,1,2,1,1,2,3,2
A07950,4,1,3,1,4,4,4,1,4
A07951,2,1,3,1,1,1,1,4,1
A07952,3,1,3,1,3,3,4,1,4
A07953,1,1,1,3,1,1,2,2,1
A07954,4,1,4,1,4,4,3,1,3
A07955,1,1,1,1,1,1,1,3,2
A07956,4,1,3,1,3,3,4,1,3
A07957,1,1,1,3,1,1,2,3,2
A07958,3,1,3,1,3,4,3,1,4
A07959,3,1,3,1,4,3,4,1,4
A07960,3,1,4,1,4,4,3,1,3
A07961,1,1,1,1,1,1,1,2,1
A07962,1,1,2,1,1,1,1,5,1
A07963,4,1,3,1,4,3,4,1,3
A07964,4,1,3,1,4,3,4,1,4
A07965,4,1,3,1,3,4,3,1,4
A07966,3,1,4,1,3,4,3,1,3
A07967,2,1,1,1,1,1,2,3,2
A07968,2,1,3,1,1,1,1,4,1
A07969,1,1,1,1,1,1,2,3,2
A07970,4,1,4,1,4,4,3,1,4
A07971,4,1,3,1,3,3,3,1,3
A07972,1,1,2,2,1,2,1,2,1
A07973,1,1,1,1,1,1,2,2,1
A07974,4,1,4,1,4,4,4,1,4
A07975,1,1,1,2,1,1,2,2,1
A07976,3,1,4,1,3,4,4,1,3
A07977,4,1,3,1,4,3,4,1,4
A07978,2,1,1,2,1,1,2,3,1
A07979,1,1,2,1,1,1,1,5,1
A07980,3,1,4,1,3,4,4,1,3
A07981,2,1,2,2,2,1,2,2,2
A07982,2,1,2,3,2,1,2,3,2
A07983,3,1,4,1,4,3,4,1,4
A07984,2,1,1,1,1,1,1,2,1
A07985,3,1,4,1,4,3,4,1,3
A07986,1,1,1,3,1,1,1,3,2
A07987,2,3,4,1,3,2,4,1,2
A07988,4,1,3,1,4,4,4,1,4
A07989,4,1,4,1,4,3,4,1,3
A07990,3,1,3,1,4,3,3,1,4
A07991,4,1,4,1,4,4,4,1,3
A07992,4,1,3,1,4,3,4,1,3
A07993,3,1,4,1,4,3,3,1,3
A07994,2,1,3,1,1,1,1,4,1
A07995,2,1,2,1,1,1,1,4,1
A07996,1,1,1,1,1,1,2,3,1
A07997,1,1,1,1,1,1,2,3,1
A07998,4,1,4,1,3,4,4,1,4
A07999,2,1,1,3,1,2,1,2,2
A08000,1,1,2,1,1,1,1,4,1
A08001,2,1,3,1,1,1,1,5,1
A08002,2,1,1,1,1,1,1,2,2
A08003,2,1,2,3,2,1,2,3,1
A08004,2,1,2,1,1,1,1,5,1
A08005,1,1,1,1,1,1,2,2,1
A08006,1,1,3,1,1,1,1,4,1
A08007,1,1,2,2,1,1,1,2,2
A08008,1,1,2,3,2,1,2,3,2
A08009,4,1,4,1,4,3,3,1,4
A08010,1,3,4,1,3,2,4,1,3
A08011,3,1,4,1,4,4,4,1,4
A08012,3,1,4,1,3,3,4,1,3
A08013,3,1,4,1,4,4,3,1,3
A08014,4,1,3,1,3,3,4,1,3
A08015,1,1,1,1,1,1,2,3,2
A08016,4,1,4,1,4,4,3,1,4
A08017,4,1,4,1,4,3,4,1,4
A08018,1,1,1,1,1,1,1,3,2
A08019,1,1,3,1,1,1,1,5,1
A08020,3,1,4,1,4,4,4,1,4
A08021,4,1,3,1,3,4,4,1,4
A08022,1,1,3,1,1,1,1,4,1
A08023,1,1,1,1,1,1,1,2,2
A08024,4,1,4,1,3,4,3,1,3
A08025,2,1,1,3,1,1,1,2,2
A08026,1,1,2,2,1,2,1,3,2
A08027,4,1,4,1,3,3,4,1,3
A08028,4,1,4,1,3,3,3,1,3
A08029,4,1,4,1,3,4,3,1,4
A08030,3,1,4,1,3,4,3,1,3
A08031,1,1,3,1,1,1,1,4,1
A08032,3,1,4,1,4,4,3,1,3
A08033,4,1,3,1,4,3,4,1,4
A08034,3,1,3,1,4,3,4,1,3
A08035,1,1,1,1,1,1,1,3,1
A08036,3,1,4,1,4,4,3,1,3
A08037,3,1,4,1,3,3,4,1,3
A08038,4,1,4,1,3,3,3,1,4
A08039,3,1,4,1,3,3,3,1,4
A08040,4,1,4,1,4,3,4,1,3
A08041,3,1,4,1,3,3,4,1,3
A08042,3,1,4,1,3,4,3,1,3
A08043,1,1,1,1,1,1,1,2,1
A08044,4,1,3,1,4,4,3,1,4
A08045,2,1,1,1,1,1,1,3,1
A08046,2,1,2,2,1,1,2,2,2
A08047,1,1,2,3,2,2,1,2,1
A08048,1,1,1,1,1,1,2,3,1
A08049,2,1,2,1,1,1,1,4,1
A08050,1,1,1,1,1,1,1,3,1
A08051,1,1,1,2,2,1,1,3,1
A08052,3,1,4,1,4,4,4,1,4
A08053,2,3,4,1,3,3,3,2,3
A08054,1,1,1,1,1,1,2,2,2
A08055,2,4,3,1,4,3,4,2,3
A08056,3,1,4,1,4,3,3,1,3
A08057,3,1,3,1,3,4,4,1,3
A08058,2,4,4,1,3,3,4,2,3
A08059,2,1,2,3,2,2,2,2,1
A08060,4,1,3,1,3,3,4,1,4
A08061,4,1,4,1,4,4,3,1,4
A08062,1,4,3,1,4,3,4,2,2
A08063,1,1,1,1,1,1,1,2,2
A08064,4,1,4,1,3,4,4,1,3
A08065,4,1,4,1,4,4,4,1,4
A08066,2,1,2,2,1,2,2,3,2
A08067,2,1,2,3,2,1,1,2,2
A08068,1,1,1,2,1,2,2,2,1
A08069,3,1,4,1,3,4,4,1,4
A08070,3,1,4,1,4,4,4,1,3
A08071,2,1,2,1,1,1,1,4,1
A08072,3,1,4,1,3,4,3,1,4
A08073,2,1,2,1,1,1,1,5,1
A08074,4,1,4,1,3,3,4,1,4
A08075,3,1,4,1,4,3,3,1,3
A08076,2,1,2,3,1,2,2,3,1
A08077,3,1,3,1,3,3,4,1,4
A08078,1,1,1,1,1,1,1,2,1
A08079,3,1,3,1,3,4,3,1,3
A08080,4,1,4,1,3,4,4,1,4
A08081,3,1,3,1,3,3,4,1,3
A08082,3,1,4,1,3,3,4,1,3
A08083,1,1,1,2,1,1,1,3,2
A08084,2,1,1,3,2,2,1,2,2
A08085,4,1,3,1,4,3,3,1,4
A08086,1,1,2,3,2,2,1,2,2
A08087,1,1,1,1,1,1,2,3,1
A08088,3,1,4,1,4,3,3,1,4
A08089,1,1,1,1,1,1,1,3,2
A08090,1,1,2,2,2,2,2,2,2
A08091,4,1,4,1,4,4,3,1,4
A08092,1,1,2,1,1,1,1,4,1
A08093,3,1,3,1,4,4,4,1,4
A08094,2,1,1,1,1,1,2,2,1
A08095,4,1,4,1,4,4,4,1,3
A08096,3,1,3,1,3,4,3,1,3
A08097,1,1,1,3,1,1,1,2,2
A08098,4,1,3,1,4,4,3,1,4
A08099,4,1,3,1,4,4,3,1,4
A08100,4,1,3,1,4,3,3,1,4
A08101,3,1,3,1,3,3,4,1,3
A08102,4,1,3,1,3,4,3,1,4
A08103,3,1,3,1,3,4,4,1,4
A08104,4,1,4,1,3,4,3,1,4
A08105,3,1,3,1,3,3,4,1,4
A08106,3,1,3,1,4,3,4,1,3
A08107,3,1,4,1,3,3,3,1,3
A08108,1,4,4,1,4,2,3,2,3
A08109,2,1,1,1,1,1,2,3,1
A08110,4,1,4,1,4,4,3,1,4
A08111,4,1,4,1,3,3,4,1,4
A08112,4,1,3,1,3,4,3,1,4
A08113,1,1,1,1,1,1,2,2,2
A08114,2,1,2,1,1,1,1,4,1
A08115,1,1,1,1,1,1,2,2,2
A08116,4,1,4,1,3,3,3,1,4
A08117,1,1,1,2,1,2,2,2,1
A08118,2,1,2,3,2,2,1,2,1
A08119,3,1,3,1,4,4,4,1,4
A08120,1,1,2,1,1,1,1,5,1
A08121,1,1,2,1,1,1,1,5,1
A08122,2,1,1,1,1,1,2,2,2
A08123,2,1,2,1,1,1,1,5,1
A08124,2,1,2,1,1,1,1,5,1
A08125,2,1,3,1,1,1,1,4,1
A08126,1,1,2,1,1,1,1,4,1
A08127,1,1,2,2,1,1,2,3,2
A08128,4,1,4,1,4,4,4,1,3
A08129,1,1,2,1,1,1,1,5,1
A08130,3,1,3,1,3,3,4,1,4
A08131,4,1,3,1,3,3,3,1,3
A08132,2,4,3,1,3,2,4,2,3
A08133,1,1,3,1,1,1,1,4,1
A08134,3,1,3,1,4,4,3,1,4
A08135,2,1,2,1,1,1,1,5,1
A08136,2,1,2,1,1,1,1,4,1
A08137,4,1,3,1,3,4,3,1,4
A08138,1,1,2,1,1,1,1,5,1
A08139,2,1,2,1,1,1,1,5,1
A08140,4,1,3,1,3,4,3,1,4
A08141,1,1,1,1,1,1,1,3,2
A08142,1,1,3,1,1,1,1,5,1
A08143,2,1,1,3,1,2,1,2,2
A08144,3,1,4,1,4,3,4,1,3
A08145,3,1,4,1,3,4,4,1,3
A08146,4,1,4,1,3,4,3,1,4
A08147,4,1,3,1,4,4,4,1,4
A08148,3,1,4,1,3,3,4,1,3
A08149,1,4,4,1,4,3,4,1,2
A08150,1,1,2,1,1,1,1,5,1
A08151,4,1,4,1,3,3,3,1,4
A08152,2,1,2,2,1,2,2,2,1
A08153,4,1,3,1,3,3,4,1,4
A08154,2,3,4,1,3,2,4,1,2
A08155,3,1,4,1,4,3,4,1,4
A08156,2,3,3,1,4,2,4,2,2
A08157,4,1,4,1,4,4,3,1,3
A08158,4,1,4,1,4,4,3,1,3
A08159,1,1,1,1,1,1,2,3,2
A08160,3,1,4,1,4,3,3,1,3
A08161,1,1,1,3,2,1,2,2,1
A08162,3,1,3,1,4,3,4,1,3
A08163,4,1,3,1,3,4,4,1,4
A08164,3,1,4,1,3,4,4,1,3
A08165,4,1,4,1,4,4,4,1,3
A08166,4,1,4,1,4,4,4,1,4
A08167,3,1,4,1,3,4,4,1,3
A08168,4,1,4,1,3,3,3,1,3
A08169,4,1,3,1,4,4,4,1,4
A08170,2,1,1,1,1,1,2,2,1
A08171,4,1,3,1,3,3,4,1,4
A08172,4,1,3,1,4,4,4,1,4
A08173,3,1,3,1,4,4,4,1,3
A08174,1,3,4,1,4,2,3,1,2
A08175,3,1,3,1,4,4,4,1,4
A08176,2,1,2,3,1,2,2,2,2
A08177,2,1,1,3,1,2,2,3,2
A08178,3,1,4,1,3,4,4,1,4
A08179,4,1,3,1,3,3,3,1,4
A08180,2,1,1,1,1,1,1,2,1
A08181,3,1,3,1,3,3,3,1,3
A08182,2,1,2,2,2,2,2,2,2
A08183,3,1,4,1,3,3,3,1,4
A08184,3,1,3,1,3,4,4,1,4
A08185,2,1,3,1,1,1,1,5,1
A08186,2,4,3,1,3,3,4,1,2
A08187,2,1,2,2,1,2,1,3,2
A08188,4,1,3,1,3,3,3,1,3
A08189,4,1,3,1,3,4,4,1,4
A08190,2,1,1,2,2,2,1,3,1
A08191,4,1,4,1,3,4,3,1,3
A08192,3,1,4,1,3,4,3,1,3
A08193,3,1,3,1,4,3,3,1,4
A08194,4,1,4,1,4,4,3,1,3
A08195,2,1,2,2,1,2,2,3,1
A08196,1,1,1,3,2,2,1,2,1
A08197,1,1,2,1,1,1,1,4,1
A08198,3,1,4,1,3,4,4,1,3
A08199,2,1,2,3,1,1,2,3,1
A08200,2,1,1,3,1,2,1,3,2
A08201,2,1,1,2,1,1,1,2,2
A08202,4,1,3,1,3,4,4,1,4
A08203,4,1,3,1,3,3,3,1,4
A08204,1,1,1,1,1,1,1,2,2
A08205,1,1,3,1,1,1,1,5,1
A08206,2,1,2,1,1,1,1,5,1
A08207,2,1,2,1,1,1,1,4,1
A08208,1,1,3,1,1,1,1,4,1
A08209,3,1,4,1,4,4,4,1,3
A08210,3,1,3,1,3,4,4,1,4
A08211,3,1,3,1,4,4,4,1,4
A08212,2,1,3,1,1,1,1,5,1
A08213,3,1,3,1,3,3,3,1,4
A08214,4,1,4,1,4,3,4,1,3
A08215,1,1,3,1,1,1,1,4,1
A08216,3,1,3,1,3,4,3,1,3
A08217,4,1,3,1,4,3,3,1,3
A08218,3,1,4,1,3,3,3,1,3
A08219,3,1,4,1,4,3,3,1,3
A08220,3,1,4,1,3,4,4,1,4
A08221,1,1,2,2,2,2,1,3,2
A08222,3,1,4,1,4,3,4,1,4
A08223,4,1,3,1,4,4,3,1,4
A08224,4,1,4,1,4,4,3,1,3
A08225,4,1,3,1,4,3,4,1,3
A08226,1,1,2,1,1,1,1,5,1
A08227,3,1,3,1,3,3,3,1,3
A08228,2,1,1,1,1,1,2,2,2
A08229,4,1,3,1,4,4,3,1,3
A08230,3,1,4,1,3,3,4,1,3
A08231,1,1,1,1,1,1,2,2,1
A08232,4,1,3,1,4,4,4,1,3
A08233,4,1,4,1,3,3,3,1,3
A08234,3,1,4,1,4,4,3,1,4
A08235,1,4,4,1,3,2,3,2,3
A08236,3,1,3,1,4,4,3,1,3
A08237,4,1,3,1,3,3,4,1,4
A08238,2,1,2,2,1,2,1,2,1
A08239,4,1,3,1,3,3,3,1,3
A08240,4,1,3,1,4,3,4,1,4
A08241,1,1,2,1,1,1,1,4,1
A08242,3,1,3,1,4,4,4,1,3
A08243,1,1,2,2,1,2,2,2,2
A08244,3,1,4,1,3,3,3,1,4
A08245,3,1,3,1,3,3,3,1,4
A08246,2,3,4,1,3,3,3,2,3
A08247,3,1,3,1,4,3,3,1,4
A08248,1,1,1,3,2,1,2,3,2
A08249,3,1,3,1,4,4,4,1,3
A08250,1,1,1,1,1,1,2,3,1
A08251,3,1,4,1,4,4,3,1,3
A08252,2,1,2,1,1,1,1,4,1
A08253,3,1,4,1,4,4,4,1,4
A08254,2,1,1,1,1,1,2,2,1
A08255,4,1,4,1,3,3,4,1,3
A08256,2,1,1,3,2,1,2,3,2
A08257,2,1,2,3,2,1,2,3,2
A08258,1,1,2,3,2,1,2,2,2
A08259,3,1,3,1,4,3,3,1,3
A08260,1,1,1,3,2,2,1,3,2
A08261,4,1,3,1,3,4,3,1,4
A08262,2,1,1,1,1,1,1,2,1
A08263,1,1,1,1,1,1,1,2,2
A08264,3,1,4,1,3,3,3,1,4
A08265,4,1,4,1,4,4,3,1,4
A08266,1,1,2,1,1,1,1,5,1
A08267,1,1,2,2,1,1,1,3,2
A08268,4,1,3,1,3,3,3,1,3
A08269,4,1,3,1,3,3,3,1,3
A08270,3,1,3,1,3,4,3,1,4
A08271,4,1,4,1,3,4,4,1,3
A08272,1,1,1,1,1,1,1,3,1
A08273,2,1,2,1,1,1,1,4,1
A08274,2,3,3,1,3,2,4,2,2
A08275,4,1,4,1,3,4,4,1,3
A08276,4,1,4,1,3,3,4,1,3
A08277,1,1,3,1,1,1,1,5,1
A08278,2,1,3,1,1,1,1,4,1
A08279,2,1,1,1,1,1,1,3,2
A08280,2,1,2,2,1,2,2,3,1
A08281,2,1,3,1,1,1,1,4,1
A08282,2,3,3,1,4,2,4,1,2
A08283,3,1,3,1,4,3,3,1,3
A08284,3,1,3,1,4,4,3,1,3
A08285,4,1,4,1,4,3,3,1,4
A08286,3,1,3,1,4,3,3,1,3
A08287,3,1,4,1,3,3,3,1,3
A08288,4,1,3,1,3,4,3,1,3
A08289,2,4,4,1,3,2,4,1,3
A08290,2,1,1,2,2,2,2,3,2
A08291,1,1,2,3,2,2,1,3,1
A08292,4,1,4,1,4,4,4,1,3
A08293,3,1,4,1,4,3,3,1,3
A08294,4,1,3,1,4,4,3,1,4
A08295,3,1,3,1,4,3,3,1,3
A08296,1,1,2,1,1,1,1,4,1
A08297,2,1,2,3,1,2,2,3,1
A08298,4,1,4,1,3,4,4,1,3
A08299,2,1,1,2,1,1,2,2,1
A08300,3,1,4,1,3,3,4,1,3
A08301,3,1,3,1,3,3,3,1,4
A08302,3,1,3,1,3,3,3,1,3
A08303,3,1,4,1,3,4,4,1,3
A08304,4,1,4,1,3,4,4,1,3
A08305,2,1,2,3,1,1,1,3,1
A08306,4,1,3,1,4,3,3,1,3
A08307,4,1,4,1,4,4,4,1,3
A08308,3,1,4,1,4,3,3,1,4
A08309,4,1,4,1,4,4,3,1,4
A08310,3,1,3,1,4,3,3,1,3
A08311,2,4,3,1,4,2,3,2,2
A08312,4,1,3,1,3,3,4,1,3
A08313,1,1,2,2,1,1,1,3,1
A08314,1,1,3,1,1,1,1,4,1
A08315,4,1,4,1,4,3,4,1,3
A08316,3,1,4,1,3,4,4,1,4
A08317,2,1,2,3,1,2,2,2,1
A08318,3,1,4,1,3,3,4,1,4
A08319,3,1,4,1,4,4,3,1,3
A08320,3,1,3,1,4,3,3,1,4
A08321,2,1,2,3,2,2,2,3,2
A08322,4,1,3,1,3,4,4,1,3
A08323,3,1,3,1,3,3,3,1,3
A08324,1,1,2,3,1,1,2,3,1
A08325,2,1,2,1,1,1,1,5,1
A08326,4,1,3,1,4,3,3,1,3
A08327,1,1,1,1,1,1,2,3,1
A08328,1,1,1,2,2,2,1,2,1
A08329,3,1,4,1,3,3,4,1,4
A08330,4,1,3,1,4,3,4,1,3
A08331,2,1,2,3,1,2,1,3,2
A08332,4,1,4,1,4,3,3,1,4
A08333,4,1,4,1,3,4,3,1,4
A08334,1,1,2,1,1,1,1,5,1
A08335,3,1,3,1,3,3,4,1,3
A08336,4,1,4,1,4,4,4,1,4
A08337,1,1,1,1,1,1,1,2,1
A08338,4,1,4,1,3,4,4,1,4
A08339,3,1,4,1,3,4,4,1,4
A08340,4,1,3,1,3,3,3,1,3
A08341,4,1,4,1,3,4,3,1,3
A08342,4,1,4,1,3,3,4,1,4
A08343,2,3,3,1,4,3,3,2,3
A08344,2,1,1,1,1,1,1,3,1
A08345,1,1,3,1,1,1,1,4,1
A08346,3,1,4,1,4,4,3,1,4
A08347,1,1,1,1,1,1,2,3,2
A08348,4,1,3,1,4,4,3,1,3
A08349,1,3,3,1,3,2,3,2,2
A08350,3,1,4,1,3,4,3,1,4
A08351,4,1,4,1,3,3,3,1,4
A08352,1,4,3,1,3,2,4,1,3
A08353,2,1,3,1,1,1,1,4,1
A08354,3,1,4,1,4,3,3,1,3
A08355,3,1,3,1,3,4,4,1,3
A08356,3,1,4,1,3,4,4,1,3
A08357,3,1,3,1,4,4,3,1,3
A08358,4,1,3,1,3,4,4,1,4
A08359,1,1,1,1,1,1,1,3,2
A08360,1,1,1,3,2,1,1,3,1
A08361,1,1,2,2,1,2,2,3,2
A08362,2,1,1,1,1,1,1,3,2
A08363,1,1,1,3,1,1,2,2,2
A08364,4,1,3,1,3,3,4,1,4
A08365,1,1,3,1,1,1,1,4,1
A08366,2,4,3,1,4,2,3,1,2
A08367,1,1,1,1,1,1,1,3,2
A08368,2,1,1,1,1,1,1,3,2
A08369,4,1,4,1,4,3,3,1,3
